Genus,Species,N,Tmax,max_metric,error,error.measure,Multiple.measures,max_interval_after_LT0,Tmax_2,max_metric_2,error.1,error.measure.1,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N.1,tmin,min_metric,error.2,error_type,Multiple.measures_min,min_interval_after_LT0,N.2,tmin_2,min_metric_2,error.3,error_type.1,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality.of.UTNZ,Realm,Realm.1,Realm.2,max_pretreatmentnum,thermy,realm,elevation_min_0,elevation_max_0
Palirhoeus,eatoni,10,39.2,ctmax,0.2,SE,N,NA,NA,,NA,NA,NA,F,0.25,-46.8,37.7,5,Klok_&_Chown_2003,1,10,-1.8,ctmin,0.1,SE,N,NA,NA,NA,,NA,NA,NA,F,0.25,-46.8,37.7,5,Klok_&_Chown_2003,1,Arthropoda,Insecta,Coleoptera,Brachyceridae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,5,5
Pandorea,pandorana,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,5,-4.6,LT50,,,N,NA,NA,NA,,NA,NA,NA,F,NA,NA,NA,NA,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Lamiales,Bignoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Paracalliope,fluviatilis,25,27.5,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,-37.18,175.4,NA,Quinn_et_al_1994,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Amphipoda,Paracalliopiidae,,Freshwater,Freshwater,Terrestrial,NA,ectotherm,Freshwater,NA,NA
Paractora,dreuxi,20,30.2,ctmax,0.27,SE,Y,NA,NA,,NA,NA,NA,F,0.5,-46.9,37.8,800,Klok_&_Chown_2001,1,20,-2.7,ctmin,0.19,SE,Y,NA,NA,NA,,NA,NA,NA,F,0.5,-46.9,37.8,800,Klok_&_Chown_2001,1,Arthropoda,Insecta,Diptera,Helcomyzidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,800,800
Paradisaea,raggiana,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,9,16,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Paradisaea,rudolphi,3,33,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,3,17,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Paradoxurus,hermaphroditus,2,36,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,21.77,95.89,NA,McNab_1995,3,2,27,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,21.77,95.89,NA,McNab_1995,3,Chordata,Mammalia,Carnivora,Viverridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Paraechinus,aethiopicus<ca>,5,34.2,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,29.5,34,NA,Shkolnik_&_Schmidt-Nielsen_1976,1,5,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,29.5,34,NA,Shkolnik_&_Schmidt-Nielsen_1976,1,Chordata,Mammalia,Insectivora,Erinaceidae,1,NA,NA,NA,NA,endotherm,NA,NA,NA
Paranyctimene,raptor,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,9,27,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,100,McNab_&_Bonaccorso_2001,1,Chordata,Mammalia,Chiroptera,Pteropodidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,100,NA
Paratrechina,yambaru,NA,39.4,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,26.76,128.22,3,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,3
Paratya,curvirostris,25,27.4,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,-38.1,175.49,NA,Quinn_et_al_1994,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Malacostraca,Decapoda,Atyidae,,Freshwater,Freshwater,Terrestrial,NA,ectotherm,Freshwater,NA,NA
Parcoblatta,pennsylvanica,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,8,-16,LT50,,,N,NA,NA,NA,,NA,NA,NA,,0.2,42.5,-78.7,400,Duman_1979,1,Arthropoda,Insecta,Blattodea,Ectobiidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,400,NA
Pardosa,nigriceps,5,39.7,ctmax,0.6,SD,N,NA,NA,,NA,NA,NA,15,0.5,55.4,14.19,3,Almquist_1970,1,67,-7.2,LT50,,,N,NA,NA,NA,,NA,NA,NA,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Lycosidae,,Terrestrial,Terrestrial,Terrestrial,37,ectotherm,Terrestrial,3,3
Parmelia,africana,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-13.2,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,-0.2,15.8,700,Lange_1965,2,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,700,NA
Parmelia,coreyi,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-15.9,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,-69.7,22.6,NA,Lange_1965,2,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Parmelia,schimperi,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-3,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,4.2,9.2,2000,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,2000,NA
Parmelia,xanthotropa,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-7.6,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,-0.28,15.8,700,Lange_1965,2,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,700,NA
Parotia,lawesii,2,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,2,17,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Parotia,wahnesi,1,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,1,22,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Parus,atricapillus,7,31.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,42.44,-76.5,NA,Rising_&_Hudson_1974,1,7,25.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,42.44,-76.5,NA,Rising_&_Hudson_1974,1,Chordata,Aves,Passeriformes,Paridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Parus<ca>,gambeli,14,31.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,F,NA,41.52,-111.3,2215,Cooper_&_Gessaman_2004,1,17,14.7,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,41.52,-111.3,2215,Cooper_&_Gessaman_2004,1,Chordata,Aves,Passeriformes,Paridae,1,NA,NA,NA,NA,endotherm,Terrestrial,2215,2215
Parvoscincus,decipiens,NA,32.9,ctmax,NA,,N,NA,NA,,NA,NA,NA,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Scincidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1100
Passer,domesticus,24,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,29.7,-95.4,NA,Hudson_&_Kimzey_1966,1,24,20,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,29.7,-95.4,NA,Hudson_&_Kimzey_1966,1,Chordata,Aves,Passeriformes,Passeridae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Pecari,tajacu,5,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,F,NA,32.14,-111.05,NA,Zervanos_1975,1,5,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,F,NA,32.14,-111.05,NA,Zervanos_1975,1,Chordata,Mammalia,Suina,Tayassuidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Pedetes,capensis,2,33,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-1.17,36.49,NA,Muller_et_al_1979,1,2,23,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-1.17,36.49,NA,Muller_et_al_1979,1,Chordata,Mammalia,Rodentia,Pedetidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Pedioplanis,lineoocellata,NA,45.6,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,-25.75,20.73,1219,Stebbins_1961,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Lacertidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1219
Pellia,epiphylla,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,16,-30.5,LT50,,,N,NA,NA,NA,,NA,NA,NA,,NA,51,6.8,50,R<9f>tten_&_Santarius_1992,1,Streptophyta,Jungermanniopsida,Pelliales,Pelliaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,50,NA
Peltigera,subcanina,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-8.4,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,49.6,9,NA,Lange_1965,2,Ascomycota,Lecanoromycetes,Peltigerales,Peltigerineae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Peneothello,sigillata,11,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-5.31,143.52,2860,McNab_2013,1,11,10,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Petroicidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,2860,2860
Perisphaeria,sp.1,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,10,-9.7,LT50,0.1,SE,N,NA,NA,NA,,NA,NA,NA,6,0.1,-29.6,29.3,3200,Sinclair_&_Chown_2005,1,Arthropoda,Insecta,Blattodea,Blaberidae,,Terrestrial,Terrestrial,Terrestrial,39,ectotherm,Terrestrial,3200,NA
Perisphaeria,sp.2,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,15,-8.6,LT50,<0.1,SE,N,NA,NA,NA,,NA,NA,NA,6,0.1,-32.4,20.5,1550,Sinclair_&_Chown_2005,1,Arthropoda,Insecta,Blattodea,Blaberidae,,Terrestrial,Terrestrial,Terrestrial,39,ectotherm,Terrestrial,1550,NA
Perisphaeria,sp.3,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,35,-8,LT50,<0.1,SE,N,NA,NA,NA,,NA,NA,NA,6,0.1,-32.3,19.1,1926,Sinclair_&_Chown_2005,1,Arthropoda,Insecta,Blattodea,Blaberidae,,Terrestrial,Terrestrial,Terrestrial,39,ectotherm,Terrestrial,1926,NA
Perodicticus,potto,12,29,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-1.48,11.36,NA,Hildwein_&_Goffart_1975,2,12,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-1.48,11.36,NA,Hildwein_&_Goffart_1975,2,Chordata,Mammalia,Primates,Lorisidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Peromyscus,californicus,85,34.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,34.3,-117.6,NA,McNab_&_Morrison_1963,1,85,27,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,34.3,-117.6,NA,McNab_&_Morrison_1963,1,Chordata,Mammalia,Rodentia,Cricetidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Peromyscus,crinitus,47,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,36.2,-115.2,NA,McNab_&_Morrison_1963,1,47,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,36.2,-115.2,NA,McNab_&_Morrison_1963,1,Chordata,Mammalia,Rodentia,Cricetidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Peromyscus,eremicus,85,36.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,36.2,-115.2,NA,McNab_&_Morrison_1963,1,85,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,36.2,-115.2,NA,McNab_&_Morrison_1963,1,Chordata,Mammalia,Rodentia,Cricetidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Peromyscus,gossypinus,NA,35.3,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,29.4,-82.19,NA,Layne_&_Dolan_1975,2,NA,29.7,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,29.4,-82.19,NA,Layne_&_Dolan_1975,2,Chordata,Mammalia,Rodentia,Cricetidae,NA,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Peromyscus,leucopus,11,34.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,20,NA,42.5,-76.5,NA,Deavers_&_Hudson_1981,1,11,27.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,20,NA,42.5,-76.5,NA,Deavers_&_Hudson_1981,1,Chordata,Mammalia,Rodentia,Cricetidae,1,Terrestrial,Terrestrial,Terrestrial,18,endotherm,Terrestrial,NA,NA
Peromyscus,maniculatus,10,37,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,44.3,-73.9,NA,Brower_&_Cade_1966,1,10,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,44.3,-73.9,NA,Brower_&_Cade_1966,1,Chordata,Mammalia,Rodentia,Cricetidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Peromyscus,megadontomys,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,6,27.1,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,23,NA,17.55,-99.5,NA,Musser_&_Shoemaker_1965,1,Chordata,Mammalia,Rodentia,Cricetidae,,Terrestrial,Terrestrial,Terrestrial,25,endotherm,Terrestrial,NA,NA
Peromyscus,truei,71,33,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,36.3,-115.7,1981,McNab_&_Morrison_1963,1,71,27,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,36.3,-115.7,1981,McNab_&_Morrison_1963,1,Chordata,Mammalia,Rodentia,Cricetidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,1981,1981
Peropteryx,macrotis,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,33,30.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,F,NA,11.25,-69.51,NA,Genoud_et_al_1990,1,Chordata,Mammalia,Chiroptera,Emballonuridae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Petauroides,volans,4,25,UTNZ,NA,,N,NA,NA,,NA,NA,NA,22,NA,-31.53,151.68,NA,R<9f>bsamen_et_al_1984,1,4,18,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,22,NA,-31.53,151.68,NA,R<9f>bsamen_et_al_1984,2,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,1,Terrestrial,Terrestrial,Terrestrial,23,endotherm,Terrestrial,NA,NA
Petaurus,breviceps,5,31,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-37.46,145.12,NA,Fleming_1980,1,5,27,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-37.46,145.12,NA,Fleming_1980,1,Chordata,Mammalia,Diprotodontia,Petauridae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Petrosaurus,mearnsi,6,42.6,ctmax,0.3,SD,N,NA,NA,,NA,NA,NA,15,0.017,33.89,-116.68,454,Murrish_&_Vance_1968,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Phrynosomatidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,454
Phalaenoptilus,nuttallii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,2,35,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,33.76,-116.35,NA,Bartholomew_et_al_1962,1,Chordata,Aves,Caprimulgiformes,Caprimulgidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phalanger,carmelitae,1,32.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,1,12.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,Chordata,Mammalia,Diprotodontia,Phalangeridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phalanger,gymnotis,1,33,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,1,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,Chordata,Mammalia,Diprotodontia,Phalangeridae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phalanger,intercastellanus,1,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,1,13,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,Chordata,Mammalia,Diprotodontia,Phalangeridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phalanger,orientalis,1,32,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,1,20,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,Chordata,Mammalia,Diprotodontia,Phalangeridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phalanger,sericeus,1,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,1,15,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-4.98,145.1,NA,McNab_2008,2,Chordata,Mammalia,Diprotodontia,Phalangeridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phascolarctos,cinereus,4,26,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-31.15,146.55,NA,Degabriele_&_Dawson_1979,1,4,20,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-31.15,146.55,NA,Degabriele_&_Dawson_1979,1,Chordata,Mammalia,Diprotodontia,Phascolarctidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Pheidole,noda,NA,39.4,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,26.76,128.22,3,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,3
Pheidole,pallldula,20,40,ctmax,NA,,Y,NA,NA,,NA,NA,NA,20,0.2,41.3,2.09,50,Cerda_et_al_1998,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,50
Pheidole,sp.1,NA,40.25,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,35.77,-78.68,146,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,146
Pheidole,tenuinodis,15,42.9,ctmax,0.3,SE,N,NA,NA,,NA,NA,NA,F,1,-23.08,15.37,10,Marsh_1985,1,15,8.5,ctmin,0.1,SE,N,NA,NA,NA,,NA,NA,NA,F,1,-23.08,15.37,10,Marsh_1985,1,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,10,10
Pheidologeton,sp.1,NA,44.38,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,0
Phenacobius,mirabilis,NA,30.45,ctmax,NA,,,NA,NA,,NA,NA,NA,10,1,34.2,-96.6,200,Lutterschmidt_&_Hutchison_1997,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Freshwater,Freshwater,Terrestrial,NA,ectotherm,Freshwater,NA,200
Phenacomys,intermedius,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,13,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,20,NA,39.5,-105.8,NA,McNab_1992,2,Chordata,Mammalia,Rodentia,Cricetidae,,Terrestrial,Terrestrial,Terrestrial,18,endotherm,Terrestrial,NA,NA
Philander,opossum,5,36,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,9.01,-79.5,NA,McNab_1978,2,5,29.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,9.01,-79.5,NA,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Philantomba,monticola,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,26,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-25.43,28.13,NA,Haim_&_Skinner_1991,3,Chordata,Mammalia,Ruminantia,Bovidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Philautus,surdus,NA,33.6,ctmax,NA,,N,NA,NA,,NA,NA,NA,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Amphibia,Anura,Rhacophoridae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1100
Philodromus,aureolus,5,42.1,ctmax,0.5,SD,N,NA,NA,,NA,NA,NA,15,0.5,55.4,14.19,3,Almquist_1970,1,82,-10.8,LT50,,,N,NA,NA,NA,,NA,NA,NA,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Philodromidae,,Terrestrial,Terrestrial,Terrestrial,37,ectotherm,Terrestrial,3,3
Philoria,frosti,28,28.8,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,1,-37.84,146.27,944.9,Brattstrom_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Amphibia,Anura,Myobatrachidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,944.9
Philoria,loveridgei,2,30.5,ctmax,NA,,N,NA,NA,,NA,NA,NA,10,1,-28.28,153.11,762,Brattstrom_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Amphibia,Anura,Myobatrachidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,762
Philoria,sphagnicola,6,25.8,ctmax,NA,,N,NA,NA,,NA,NA,NA,5,1,-30.5,152.9,1525,Brattstrom_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Amphibia,Anura,Myobatrachidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1525
Phoeniculus,purpureus,11,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,F,NA,-32.02,27.4,NA,Williams_et_al_1991,1,11,23.7,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-32.02,27.4,NA,Williams_et_al_1991,1,Chordata,Aves,Upupiformes,Phoeniculidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Phoenix,canariensis,10,52.8,LT50,NA,,Y,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,Bilger_et_al_1984,3,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Streptophyta,Spermatophyta,Arecales,Arecaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Phoxinus,erythrogaster,12,35.9,ctmax,0.42,SD,N,NA,NA,,NA,NA,NA,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Freshwater,Freshwater,Terrestrial,NA,ectotherm,Freshwater,NA,200
