Family,species,mean annual temeprature,mean body temperature,mean seasonal temperature,activity period,latitudinal centroid,maximum body mass,mean female mass,hatchling mass,basis of female mass estimate,insular endemic?,Activity time,substrate,diet,reproduction,Red List status,Population trend,mean body temperature,body temperatrue references
Tropiduridae,Tropidurus spinulosus,23.7,32.3,23.7,all,-18.0,1.89,1.35,0.18,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,32.3,"Cruz 1998, Kiefer et al. 2005, Kohlsdorf and Navas 2006"
Tropiduridae,Tropidurus torquatus,24.2,33.5,24.2,all,-9.0,1.84,1.08,-0.19,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,unknown,33.5,"Rocha et al. 2009, Kiefer et al. 2005"
Tropiduridae,Uracentron flaviceps,24.8,31.2,24.8,all,-2.0,1.80,1.36,0.21,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.2,"Vitt and Zani 1996, Kiefer et al. 2005, Kohlsdorf and Navas 2006"
Tropiduridae,Uranoscodon superciliosus,25.6,27.9,25.6,all,-3.0,2.10,1.70,0.14,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.9,"Kiefer et al. 2005, Rocha et al. 2009, Kohlsdorf and Navas 2006"
Varanidae,Varanus albigularis,22.4,32.3,22.4,all,-10.0,4.18,3.48,1.40,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.3,Bowker 1984 (as V. Exanthematicus) 
Varanidae,Varanus bengalensis,21.7,34.0,21.7,all,21.0,4.26,3.07,0.97,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,decreasing,34.0,"Rathnayake et al. 2003, Schleich and Kastle 2002, King and Green 1993, Pianka and King 2004"
Varanidae,Varanus brevicauda,24.0,34.5,24.0,all,-23.0,1.49,1.04,-0.15,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.5,Pianka 1994
Varanidae,Varanus caudolineatus,22.3,37.6,26.8,oct_apr,-26.0,1.57,1.13,0.14,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.6,"King and Green 1993, Pianka 1986, Greer 1989, Pianka 1994, Rathnayake et al. 2003"
Varanidae,Varanus eremius,22.2,37.9,27.3,oct_apr,-25.0,2.03,1.57,0.38,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.9,"Huey and Pianka 2007, King and Green 1993, Pianka 1986, Pianka and King 2004, Greer 1989, Heatwole and Taylor 1987, Pianka 1994, Rathnayake et al. 2003"
Varanidae,Varanus exanthematicus,25.5,34.0,25.5,all,10.0,4.00,2.90,0.67,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,34.0,"Muchlinski et al. 1995, King and Green 1993"
Varanidae,Varanus giganteus,22.6,37.2,27.9,oct_apr,-25.0,4.33,3.61,1.74,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.2,"King and Green 1993, Greer 1989, Heatwole and Taylor 1987, Pianka 1994, Rathnayake et al. 2003"
Varanidae,Varanus gilleni,22.4,37.4,28.7,oct_apr,-25.0,2.07,1.43,0.40,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.4,"King and Green 1993, Rathnayake et al. 2003, Pianka 1994"
Varanidae,Varanus gouldii,21.8,31.5,23.8,oct_apr,-25.0,3.84,2.70,0.61,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.5,"Light et al. 1966, Huey and Pianka 2007, King and Green 1993, Pianka 1986, Greer 1989, Bartholomew and Tucker 1964, Heatwole and Taylor 1987, Pianka 1994, Rathnayake et al. 2003"
Varanidae,Varanus griseus,20.7,37.3,24.9,mar_sep,28.0,3.74,2.95,1.08,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.3,"King and Green 1993, Rathnayake et al. 2003"
Varanidae,Varanus indicus,25.4,30.0,25.4,all,-8.0,3.64,2.80,1.22,female SVL,no,Diurnal,water,Carnivorous,Oviparous,LC,unknown,30.0,Smith et al. 2008
Varanidae,Varanus komodoensis,24.7,35.3,24.7,all,-8.6,5.01,4.52,1.91,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,VU,NA,35.3,"Harlow et al. 2010, Pianka and King 2004, Rathnayake et al. 2003, McNab and Auffenberg 1976"
Varanidae,Varanus mertensi,26.2,33.4,26.2,all,-17.0,3.43,2.99,1.19,female SVL,no,Diurnal,water,Carnivorous,Oviparous,NE,NE,33.4,"King and Green 1993, Rathnayake et al. 2003, Christian and Weavers 1996, Blouin-Demers and Nadeau 2005"
Varanidae,Varanus niloticus,23.2,30.8,23.2,all,-1.0,4.38,3.43,1.24,female SVL,no,Diurnal,water,Carnivorous,Oviparous,NE,NE,30.8,"King and Green 1993, Bowker 1984, Pianka and King 2004"
Varanidae,Varanus olivaceus,25.7,31.6,25.7,all,16.0,3.96,3.48,1.53,female SVL,yes,Diurnal,air,Herbivorous,Oviparous,VU,decreasing,31.6,Rathnayake et al. 2003
Varanidae,Varanus panoptes,24.0,34.7,24.0,all,-21.0,3.98,3.12,1.30,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.7,"Rathnayake et al. 2003, Christian and Weavers 1996, Blouin-Demers and Nadeau 2005"
Varanidae,Varanus rosenbergi,16.0,26.9,19.0,oct_apr,-33.0,3.42,2.80,0.61,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,26.9,"King and Green 1993, Christian and Weavers 1996, Pianka and King 2004, Rathnayake et al. 2003"
Varanidae,Varanus salvator,23.7,29.5,23.7,all,11.0,4.62,3.43,1.43,female SVL,no,Diurnal,water,Carnivorous,Oviparous,LC,unknown,29.5,"King and Green 1993, Pianka and King 2004, Rathnayake et al. 2003"
Varanidae,Varanus scalaris,25.9,35.2,25.9,all,-16.0,2.55,2.18,0.52,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,35.2,"Rathnayake et al. 2003, Blouin-Demers and Nadeau 2005, Christian and Bedford 1996"
Varanidae,Varanus tristis,23.2,34.2,23.2,all,-23.0,2.74,2.35,0.65,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.2,"Huey and Pianka 2007, King and Green 1993, Pianka 1986, Greer 1989, Bartholomew and Tucker 1964, Pianka 1994, Pianka and King 2004, Rathnayake et al. 2003"
Varanidae,Varanus varius,17.3,34.9,19.6,oct_apr,-30.0,4.03,3.35,1.24,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.9,"King and Green 1993, Greer 1989, Heatwole and Taylor 1987"
Xantusiidae,Cricosaura typica,24.3,31.0,24.3,all,20.0,0.09,-0.22,NA,female SVL,yes,Nocturnal,air,Carnivorous,Oviparous,NE,NE,31.0,Henderson and Powell 2009
Xantusiidae,Lepidophyma smithii,24.7,26.0,24.7,all,16.0,1.45,1.24,-0.39,female mass,no,Cathemeral,air,Herbivorous,Oviparous,NE,NE,26.0,Mautz 1982
Xantusiidae,Xantusia arizonae,15.2,25.3,16.9,mar_sep,34.0,0.62,0.56,-0.54,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,LC,stable,25.3,Brattstrom 1965
Xantusiidae,Xantusia henshawi,16.9,20.5,19.8,mar_sep,33.0,0.85,0.67,-0.46,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,LC,stable,20.5,Brattstrom 1965
Xantusiidae,Xantusia riversiana,15.3,23.5,16.0,mar_sep,33.0,1.51,1.06,-0.29,female SVL,yes,Cathemeral,air,Omnivorous,Viviparous,LC,stable,23.5,Brattstrom 1965
Xantusiidae,Xantusia vigilis,17.0,29.1,20.3,mar_sep,34.0,0.83,0.14,-0.70,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,LC,stable,29.1,"Huey and Pianka 2007, van Berkum 1988, Pianka 1986, Avery 1982, Brattstrom 1965"
Xenosauridae,Xenosaurus grandis,22.6,24.2,22.6,all,18.0,1.62,1.37,0.16,female SVL,no,Diurnal,air,Carnivorous,Viviparous,VU,decreasing,24.2,Lemos-Espinal et al. 2003
Xenosauridae,Xenosaurus newmanorum,21.3,22.9,21.3,all,21.0,1.55,1.28,0.29,female SVL,no,Diurnal,air,Omnivorous,Viviparous,EN,decreasing,22.9,"Lemos-Espinal et al. 1998, Lemos-Espinal et al. 2012 "
Xenosauridae,Xenosaurus phalaroanthereon,18.8,20.3,18.8,all,16.0,1.59,1.50,0.41,female SVL,no,Nocturnal,air,Carnivorous,Viviparous,DD,stable,20.3,"Lemos-Espinal and Smith 2005, Lemos-Espinal et al. 2012"
Xenosauridae,Xenosaurus platyceps,19.7,21.9,19.7,all,23.0,1.49,1.30,0.29,female SVL,no,Diurnal,air,Carnivorous,Viviparous,EN,decreasing,21.9,"Lemos-Espinal and Smith 2005, Lemos-Espinal et al. 2012"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
temperatures are in degrees centigrade,,,,,,,,,,,,,,,,,,,
seasonal temperatures are the average environmental temperatures across the activity period,,,,,,,,,,,,,,,,,,,
activity period is moddeled after the latitudinal centroid of species' ranges. See text for details,,,,,,,,,,,,,,,,,,,
mar = March; apr = April; sep = September; oct = October; all = year round,,,,,,,,,,,,,,,,,,,
"maximum body mass - calculated based on maximum SVL recorded for the species, and allometric equations as explained in the text",,,,,,,,,,,,,,,,,,,
"mean female mass - calculated based on mean female SVL, or other measures as explained in the ""basis of female mas"" column, and allometric equations as explained in the text",,,,,,,,,,,,,,,,,,,
"substrate: air - terrestrial, saxicolous and arboreal species; earth: fossorial and semi-fossorial species; water: semi-aquatic species",,,,,,,,,,,,,,,,,,,
NA - data unavailable,,,,,,,,,,,,,,,,,,,
"Red List status & population trend: according to the IUCN, data downloaded June 2012",,,,,,,,,,,,,,,,,,,
